codigo_municipio,municipio,uf,proporcao_haddad,proporcao_bolsonaro,votos_haddad,votos_bolsonaro,votos_validos
2912301,IBICUÍ,BA,0.751,0.249,5354,1773,7127
2930600,SERROLÂNDIA,BA,0.756,0.244,5459,1760,7219
2923902,PAU BRASIL,BA,0.636,0.364,3064,1753,4817
2900108,ABAÍRA,BA,0.607,0.393,2694,1742,4436
2931608,TEOLÂNDIA,BA,0.76,0.24,5519,1739,7258
2926707,RIO DE CONTAS,BA,0.784,0.216,6244,1722,7966
2925402,POTIRAGUÁ,BA,0.663,0.337,3372,1714,5086
2909703,CRISTÓPOLIS,BA,0.788,0.212,6381,1712,8093
2912509,IBIPITANGA,BA,0.787,0.213,6328,1711,8039
2932002,UAUÁ,BA,0.881,0.119,12716,1711,14427
2902005,ARACATU,BA,0.808,0.192,7154,1704,8858
2932457,UMBURANAS,BA,0.771,0.229,5659,1685,7344
2915007,ITAETÉ,BA,0.763,0.237,5405,1679,7084
2933174,VARZEDO,BA,0.727,0.273,4442,1665,6107
2925931,QUIXABEIRA,BA,0.69,0.31,3693,1660,5353
2901908,APORÁ,BA,0.805,0.195,6763,1643,8406
2919405,LICÍNIO DE ALMEIDA,BA,0.757,0.243,5119,1643,6762
2922102,MUNDO NOVO,BA,0.833,0.167,8149,1637,9786
2906600,CANDIBA,BA,0.799,0.201,6489,1632,8121
2901403,ANGICAL,BA,0.823,0.177,7552,1628,9180
2916906,ITIRUÇU,BA,0.728,0.272,4337,1622,5959
2904506,BROTAS DE MACAÚBAS,BA,0.736,0.264,4502,1613,6115
2908309,CONCEIÇÃO DO ALMEIDA,BA,0.844,0.156,8718,1608,10326
2923407,PALMAS DE MONTE ALTO,BA,0.871,0.129,10786,1604,12390
2932804,UTINGA,BA,0.814,0.186,6985,1598,8583
2904001,BONINAL,BA,0.761,0.239,5100,1598,6698
2917409,JACARACI,BA,0.797,0.203,6223,1581,7804
2930402,SERRA PRETA,BA,0.863,0.137,9968,1576,11544
2921906,MUCUGÊ,BA,0.744,0.256,4574,1575,6149
2929750,SAUBARA,BA,0.799,0.201,6200,1563,7763
2909000,CORDEIROS,BA,0.652,0.348,2914,1552,4466
2904308,BREJÕES,BA,0.772,0.228,5247,1550,6797
2924504,PINDAÍ,BA,0.829,0.171,7536,1550,9086
2916500,ITAPICURU,BA,0.897,0.103,13503,1549,15052
2905909,CAMPO ALEGRE DE LOURDES,BA,0.894,0.106,13064,1542,14606
2902658,BANZAÊ,BA,0.792,0.208,5815,1531,7346
2904803,CAATIBA,BA,0.666,0.334,3030,1521,4551
2922904,NOVA SOURE,BA,0.89,0.11,12266,1515,13781
2909604,CRISÓPOLIS,BA,0.861,0.139,9384,1515,10899
2925253,PONTO NOVO,BA,0.817,0.183,6770,1514,8284
2914109,IPUPIARA,BA,0.729,0.271,4059,1511,5570
2932606,URANDI,BA,0.828,0.172,7249,1504,8753
2928059,SANTA LUZIA,BA,0.703,0.297,3530,1489,5019
2923100,OLINDINA,BA,0.884,0.116,11325,1485,12810
2906857,CAPELA DO ALTO ALEGRE,BA,0.757,0.243,4610,1478,6088
2900306,ACAJUTIBA,BA,0.801,0.199,5944,1476,7420
2918209,JIQUIRIÇÁ,BA,0.79,0.21,5522,1469,6991
2920908,MASCOTE,BA,0.739,0.261,4133,1457,5590
2901601,ANTAS,BA,0.798,0.202,5717,1445,7162
2920700,MARAÚ,BA,0.823,0.177,6695,1436,8131
2913804,IPECAETÁ,BA,0.854,0.146,8417,1435,9852
2929701,SÁTIRO DIAS,BA,0.831,0.169,6992,1422,8414
2903276,BARROCAS,BA,0.857,0.143,8478,1420,9898
2915403,ITAJU DO COLÔNIA,BA,0.558,0.442,1767,1398,3165
2926103,RETIROLÂNDIA,BA,0.84,0.16,7296,1388,8684
2915304,ITAGIMIRIM,BA,0.655,0.345,2603,1372,3975
2913101,IBITITÁ,BA,0.87,0.13,9149,1371,10520
2931053,TANQUE NOVO,BA,0.854,0.146,8013,1370,9383
2921401,MIRANGABA,BA,0.837,0.163,6851,1338,8189
2922706,NOVA CANAÃ,BA,0.822,0.178,6150,1334,7484
2933059,VÁRZEA DA ROÇA,BA,0.816,0.184,5911,1332,7243
2929404,SÃO MIGUEL DAS MATAS,BA,0.795,0.205,5137,1324,6461
2919603,MACAJUBA,BA,0.772,0.228,4457,1319,5776
2901809,ANTÔNIO GONÇALVES,BA,0.773,0.227,4445,1308,5753
2921609,MORPARÁ,BA,0.734,0.266,3584,1298,4882
2931509,TEOFILÂNDIA,BA,0.887,0.113,10197,1296,11493
2920304,MALHADA DE PEDRAS,BA,0.758,0.242,4028,1283,5311
2924702,PIRIPÁ,BA,0.759,0.241,4032,1282,5314
2902401,AURELINO LEAL,BA,0.802,0.198,5154,1270,6424
2921302,MILAGRES,BA,0.783,0.217,4573,1267,5840
2909406,COTEGIPE,BA,0.834,0.166,6312,1259,7571
2923035,NOVO HORIZONTE,BA,0.805,0.195,5187,1257,6444
2911006,FLORESTA AZUL,BA,0.747,0.253,3691,1253,4944
2917359,JABORANDI,BA,0.787,0.213,4627,1252,5879
2913457,IGRAPIÚNA,BA,0.789,0.211,4674,1250,5924
2916302,ITAPEBI,BA,0.764,0.236,4032,1247,5279
2900405,ÁGUA FRIA,BA,0.84,0.16,6496,1241,7737
2902054,ARAÇÁS,BA,0.828,0.172,5945,1237,7182
2904050,BONITO,BA,0.855,0.145,7245,1225,8470
2904407,BREJOLÂNDIA,BA,0.763,0.237,3924,1221,5145
2917805,JAGUARIPE,BA,0.868,0.132,8024,1221,9245
2922730,NOVA FÁTIMA,BA,0.76,0.24,3858,1217,5075
2931301,TAPIRAMUTÁ,BA,0.818,0.182,5458,1216,6674
2904852,CABACEIRAS DO PARAGUAÇU,BA,0.865,0.135,7782,1214,8996
2922607,NILO PEÇANHA,BA,0.797,0.203,4765,1212,5977
2910750,FÁTIMA,BA,0.887,0.113,9416,1204,10620
2920403,MANOEL VITORINO,BA,0.861,0.139,7455,1203,8658
2928950,SÃO DOMINGOS,BA,0.77,0.23,4013,1201,5214
2930758,SÍTIO DO MATO,BA,0.809,0.191,5079,1196,6275
2918456,JUCURUÇU,BA,0.765,0.235,3875,1190,5065
2900355,ADUSTINA,BA,0.861,0.139,7361,1188,8549
2918902,LAJEDÃO,BA,0.594,0.406,1733,1186,2919
2933257,VEREDA,BA,0.696,0.304,2707,1184,3891
2926905,RIO DO PIRES,BA,0.791,0.209,4459,1176,5635
2906899,CARAÍBAS,BA,0.787,0.213,4323,1167,5490
2926657,RIBEIRÃO DO LARGO,BA,0.775,0.225,4022,1167,5189
2902252,ARATACA,BA,0.728,0.272,3076,1152,4228
2910776,FEIRA DA MATA,BA,0.657,0.343,2192,1145,3337
2906824,CANUDOS,BA,0.863,0.137,7222,1142,8364
2914307,IRAMAIA,BA,0.787,0.213,4202,1138,5340
2909208,CORONEL JOÃO SÁ,BA,0.879,0.121,8211,1130,9341
2900504,ÉRICO CARDOSO,BA,0.781,0.219,4018,1128,5146
2912400,IBIPEBA,BA,0.882,0.118,8410,1122,9532
2916708,ITAQUARA,BA,0.745,0.255,3274,1122,4396
2933158,VÁRZEA NOVA,BA,0.816,0.184,4960,1122,6082
2930006,SEBASTIÃO LARANJEIRAS,BA,0.769,0.231,3704,1114,4818
2927309,SALINAS DA MARGARIDA,BA,0.87,0.13,7395,1109,8504
2926806,RIO DO ANTÔNIO,BA,0.849,0.151,6208,1105,7313
2922755,NOVA IBIÁ,BA,0.661,0.339,2155,1104,3259
2922201,MUNIZ FERREIRA,BA,0.799,0.201,4375,1104,5479
2918555,JUSSARI,BA,0.633,0.367,1898,1102,3000
2915700,ITAMARI,BA,0.729,0.271,2957,1097,4054
2903300,BARRO PRETO,BA,0.712,0.288,2715,1096,3811
2929008,SÃO FÉLIX,BA,0.85,0.15,6214,1093,7307
2903235,BARRO ALTO,BA,0.844,0.156,5893,1091,6984
2930907,TABOCAS DO BREJO VELHO,BA,0.842,0.158,5802,1086,6888
2925709,PRESIDENTE JÂNIO QUADROS,BA,0.834,0.166,5414,1081,6495
2922250,MUQUÉM DO SÃO FRANCISCO,BA,0.822,0.178,4952,1071,6023
2933109,VÁRZEA DO POÇO,BA,0.751,0.249,3219,1067,4286
2906105,CANÁPOLIS,BA,0.819,0.181,4796,1057,5853
2929800,SAÚDE,BA,0.817,0.183,4664,1046,5710
2901155,AMÉRICA DOURADA,BA,0.878,0.122,7472,1037,8509
2931103,TANQUINHO,BA,0.808,0.192,4365,1036,5401
2924678,PIRAÍ DO NORTE,BA,0.771,0.229,3483,1035,4518
2919959,MAETINGA,BA,0.731,0.269,2806,1034,3840
2929255,SÃO GABRIEL,BA,0.913,0.087,10769,1031,11800
2906402,CANDEAL,BA,0.81,0.19,4392,1028,5420
2911303,GENTIO DO OURO,BA,0.847,0.153,5661,1020,6681
2918605,JUSSIAPE,BA,0.769,0.231,3387,1016,4403
2916609,ITAPITANGA,BA,0.74,0.26,2870,1011,3881
2933406,WAGNER,BA,0.779,0.221,3537,1005,4542
2913408,IGAPORÃ,BA,0.887,0.113,7844,997,8841
2910305,ELÍSIO MEDRADO,BA,0.79,0.21,3684,980,4664
2914406,IRAQUARA,BA,0.924,0.076,11729,968,12697
2929354,SÃO JOSÉ DA VITÓRIA,BA,0.688,0.312,2134,968,3102
2904209,BOTUPORÃ,BA,0.85,0.15,5404,956,6360
2917334,IUIU,BA,0.836,0.164,4823,946,5769
2931707,TERRA NOVA,BA,0.86,0.14,5785,940,6725
2927606,SANTA BRÍGIDA,BA,0.884,0.116,7110,934,8044
2922656,NORDESTINA,BA,0.858,0.142,5630,933,6563
2901700,ANTÔNIO CARDOSO,BA,0.894,0.106,7844,931,8775
2901957,APUAREMA,BA,0.766,0.234,3019,921,3940
2911857,HELIÓPOLIS,BA,0.891,0.109,7429,913,8342
2911402,GLÓRIA,BA,0.906,0.094,8662,894,9556
2930766,SÍTIO DO QUINTO,BA,0.863,0.137,5595,890,6485
2927804,SANTA CRUZ DA VITÓRIA,BA,0.648,0.352,1634,889,2523
2903706,BOA NOVA,BA,0.881,0.119,6603,889,7492
2929370,SÃO JOSÉ DO JACUÍPE,BA,0.834,0.166,4467,886,5353
2901502,ANGUERA,BA,0.862,0.138,5502,883,6385
2903607,BIRITINGA,BA,0.906,0.094,8405,877,9282
2925600,PRESIDENTE DUTRA,BA,0.897,0.103,7605,874,8479
2904100,BOQUIRA,BA,0.92,0.08,10054,873,10927
2901304,ANDARAÍ,BA,0.875,0.125,6057,867,6924
2910008,DÁRIO MEIRA,BA,0.832,0.168,4273,865,5138
2928505,SANTA TEREZINHA,BA,0.846,0.154,4715,856,5571
2930808,SOUTO SOARES,BA,0.912,0.088,8807,854,9661
2921450,MIRANTE,BA,0.826,0.174,4000,842,4842
2910909,FIRMINO ALVES,BA,0.73,0.27,2258,836,3094
2902302,ARATUÍPE,BA,0.849,0.151,4635,827,5462
2920452,MANSIDÃO,BA,0.858,0.142,4908,811,5719
2910107,DOM BASÍLIO,BA,0.893,0.107,6708,805,7513
2907707,CHORROCHÓ,BA,0.87,0.13,5341,798,6139
2902203,ARAMARI,BA,0.876,0.124,5643,797,6440
2920809,MARCIONÍLIO SOUZA,BA,0.841,0.159,4191,793,4984
2918753,LAGOA REAL,BA,0.894,0.106,6647,792,7439
2911253,GAVIÃO,BA,0.729,0.271,2108,785,2893
2926509,RIBEIRA DO AMPARO,BA,0.9,0.1,7060,785,7845
2903003,BARRA DO MENDES,BA,0.908,0.092,7691,779,8470
2905503,CALDEIRÃO GRANDE,BA,0.883,0.117,5852,774,6626
2913309,ICHU,BA,0.809,0.191,3265,773,4038
2922805,NOVA ITARANA,BA,0.799,0.201,3042,765,3807
2923050,NOVO TRIUNFO,BA,0.846,0.154,4166,760,4926
2917904,JANDAÍRA,BA,0.855,0.145,4441,755,5196
2919058,LAJEDO DO TABOCAL,BA,0.821,0.179,3455,754,4209
2928307,SANTANÓPOLIS,BA,0.867,0.133,4881,751,5632
2910206,DOM MACEDO COSTA,BA,0.746,0.254,2162,738,2900
2915353,ITAGUAÇU DA BAHIA,BA,0.892,0.108,6050,736,6786
2901353,ANDORINHA,BA,0.921,0.079,8339,717,9056
2922052,MULUNGU DO MORRO,BA,0.904,0.096,6686,707,7393
2905107,CAÉM,BA,0.874,0.126,4839,695,5534
2923308,OURIÇANGAS,BA,0.839,0.161,3625,694,4319
2919306,LENÇÓIS,BA,0.863,0.137,4376,694,5070
2927903,SANTA INÊS,BA,0.873,0.127,4681,681,5362
2907558,CATURAMA,BA,0.867,0.133,4403,673,5076
2903102,BARRA DO ROCHA,BA,0.743,0.257,1901,657,2558
2927101,RODELAS,BA,0.861,0.139,4025,649,4674
2900900,ALMADINA,BA,0.801,0.199,2527,628,3155
2924207,PEDRO ALEXANDRE,BA,0.903,0.097,5800,623,6423
2914208,IRAJUBA,BA,0.832,0.168,3055,618,3673
2924900,PLANALTINO,BA,0.871,0.129,4010,593,4603
2918506,JUSSARA,BA,0.931,0.069,7998,592,8590
2905156,CAETANOS,BA,0.912,0.088,5974,573,6547
2923506,PALMEIRAS,BA,0.885,0.115,4331,562,4893
2911659,GUAJERU,BA,0.873,0.127,3851,560,4411
2919900,MACURURÉ,BA,0.868,0.132,3676,559,4235
2908804,CONTENDAS DO SINCORÁ,BA,0.795,0.205,2099,541,2640
2903953,BOM JESUS DA SERRA,BA,0.903,0.097,4964,534,5498
2921054,MATINA,BA,0.918,0.082,5915,529,6444
2907400,CATOLÂNDIA,BA,0.806,0.194,2118,511,2629
2911501,GONGOGI,BA,0.839,0.161,2629,505,3134
2915908,ITANAGRA,BA,0.868,0.132,3217,491,3708
2919108,LAMARÃO,BA,0.899,0.101,4325,487,4812
2900603,AIQUARA,BA,0.815,0.185,2096,475,2571
2907004,CARDEAL DA SILVA,BA,0.908,0.092,4410,448,4858
2909505,CRAVOLÂNDIA,BA,0.844,0.156,2251,416,2667
2931400,TEODORO SAMPAIO,BA,0.907,0.093,4008,409,4417
2918704,LAFAIETE COUTINHO,BA,0.858,0.142,2359,391,2750
2924108,PEDRÃO,BA,0.905,0.095,3584,378,3962
2922854,NOVA REDENÇÃO,BA,0.912,0.088,3836,369,4205
2919009,LAJEDINHO,BA,0.862,0.138,1938,309,2247
2912608,IBIQUERA,BA,0.869,0.131,1777,268,2045
2304400,FORTALEZA,CE,0.556,0.444,739265,590033,1329298
2303709,CAUCAIA,CE,0.633,0.367,107263,62133,169396
2307650,MARACANAÚ,CE,0.607,0.393,74823,48472,123295
2312908,SOBRAL,CE,0.669,0.331,69923,34651,104574
2307304,JUAZEIRO DO NORTE,CE,0.761,0.239,101288,31793,133081
2307700,MARANGUAPE,CE,0.69,0.31,40475,18147,58622
2305233,HORIZONTE,CE,0.665,0.335,26643,13407,40050
2311306,QUIXADÁ,CE,0.684,0.316,28670,13272,41942
2313401,TIANGUÁ,CE,0.67,0.33,26590,13126,39716
2301000,AQUIRAZ,CE,0.692,0.308,29499,13121,42620
2306405,ITAPIPOCA,CE,0.811,0.189,54153,12622,66775
2304285,EUSÉBIO,CE,0.609,0.391,19575,12560,32135
2309706,PACATUBA,CE,0.645,0.355,22267,12249,34516
2309607,PACAJUS,CE,0.674,0.326,24236,11715,35951
2301109,ARACATI,CE,0.716,0.284,28880,11455,40335
2303501,CASCAVEL,CE,0.719,0.281,28742,11211,39953
2311801,RUSSAS,CE,0.734,0.266,30874,11203,42077
2304202,CRATO,CE,0.846,0.154,59204,10784,69988
2312403,SÃO GONÇALO DO AMARANTE,CE,0.672,0.328,21207,10333,31540
2301901,BARBALHA,CE,0.739,0.261,25379,8953,34332
2305506,IGUATU,CE,0.828,0.172,42462,8806,51268
2308708,MORADA NOVA,CE,0.774,0.226,29611,8656,38267
2304103,CRATEÚS,CE,0.797,0.203,32592,8323,40915
2302602,CAMOCIM,CE,0.753,0.247,25255,8274,33529
2306306,ITAPAJÉ,CE,0.714,0.286,20248,8117,28365
2313302,TAUÁ,CE,0.733,0.267,21691,7921,29612
2302206,BEBERIBE,CE,0.758,0.242,22228,7113,29341
2307601,LIMOEIRO DO NORTE,CE,0.789,0.211,26481,7081,33562
2302800,CANINDÉ,CE,0.833,0.167,34530,6907,41437
2311405,QUIXERAMOBIM,CE,0.831,0.169,32322,6571,38893
2306256,ITAITINGA,CE,0.692,0.308,14614,6493,21107
2314102,VIÇOSA DO CEARÁ,CE,0.799,0.201,25585,6440,32025
2307809,MARCO,CE,0.599,0.401,9221,6175,15396
2300200,ACARAÚ,CE,0.794,0.206,23661,6154,29815
2310209,PARACURU,CE,0.733,0.267,16352,5963,22315
2313500,TRAIRI,CE,0.805,0.195,24614,5946,30560
2305407,ICÓ,CE,0.834,0.166,29416,5862,35278
2312304,SÃO BENEDITO,CE,0.771,0.229,19673,5830,25503
2310258,PARAIPABA,CE,0.682,0.318,12404,5796,18200
2308005,MASSAPÊ,CE,0.737,0.263,15280,5460,20740
2308104,MAURITI,CE,0.782,0.218,19565,5458,25023
2305001,GUARACIABA DO NORTE,CE,0.767,0.233,17067,5182,22249
2307007,JAGUARUANA,CE,0.738,0.262,14425,5117,19542
2306553,ITAREMA,CE,0.76,0.24,16100,5086,21186
2308906,MORRINHOS,CE,0.574,0.426,6766,5016,11782
2313609,UBAJARA,CE,0.719,0.281,12393,4837,17230
2310704,PENTECOSTE,CE,0.8,0.2,19234,4817,24051
2302503,BREJO SANTO,CE,0.821,0.179,21561,4703,26264
2310308,PARAMBU,CE,0.736,0.264,12140,4353,16493
2304251,CRUZ,CE,0.697,0.303,9882,4293,14175
2305803,IPU,CE,0.813,0.187,18089,4171,22260
2305902,IPUEIRAS,CE,0.789,0.211,15504,4150,19654
2312205,SANTA QUITÉRIA,CE,0.832,0.168,19557,3940,23497
2309300,NOVA RUSSAS,CE,0.752,0.248,11951,3936,15887
2304350,FORQUILHA,CE,0.709,0.291,9447,3871,13318
2300754,AMONTADA,CE,0.829,0.171,18328,3789,22117
2311603,REDENÇÃO,CE,0.778,0.222,13184,3772,16956
2302107,BATURITÉ,CE,0.809,0.191,15675,3707,19382
2309458,OCARA,CE,0.781,0.219,13020,3650,16670
2312700,SENADOR POMPEU,CE,0.747,0.253,10736,3634,14370
2300309,ACOPIARA,CE,0.867,0.133,23614,3629,27243
2314003,VÁRZEA ALEGRE,CE,0.839,0.161,18717,3596,22313
2304707,GRANJA,CE,0.885,0.115,27406,3557,30963
2306900,JAGUARIBE,CE,0.829,0.171,17204,3553,20757
2301208,ARACOIABA,CE,0.804,0.196,14469,3529,17998
2301950,BARREIRA,CE,0.733,0.267,9374,3413,12787
2313104,TABULEIRO DO NORTE,CE,0.815,0.185,14930,3380,18310
2308500,MOMBAÇA,CE,0.852,0.148,18968,3283,22251
2310852,PINDORETAMA,CE,0.754,0.246,10051,3272,13323
2305357,ICAPUÍ,CE,0.731,0.269,8792,3230,12022
2303204,CARIRIAÇU,CE,0.812,0.188,13592,3142,16734
2308401,MISSÃO VELHA,CE,0.853,0.147,18181,3141,21322
2302305,BELA CRUZ,CE,0.782,0.218,11141,3113,14254
2304954,GUAIÚBA,CE,0.794,0.206,11614,3022,14636
2312007,SANTANA DO ACARAÚ,CE,0.832,0.168,14893,3008,17901
2305308,IBIAPINA,CE,0.754,0.246,9176,2992,12168
2302404,BOA VIAGEM,CE,0.898,0.102,25403,2900,28303
2303956,CHOROZINHO,CE,0.769,0.231,9598,2879,12477
2303105,CARIRÉ,CE,0.721,0.279,7414,2865,10279
2313955,VARJOTA,CE,0.714,0.286,7079,2833,9912
2300150,ACARAPE,CE,0.678,0.322,5839,2769,8608
2313807,URUBURETAMA,CE,0.786,0.214,10062,2739,12801
2304459,FORTIM,CE,0.716,0.284,6831,2708,9539
2311504,QUIXERÉ,CE,0.787,0.213,9781,2645,12426
2305605,INDEPENDÊNCIA,CE,0.817,0.183,11782,2639,14421
2307254,JIJOCA DE JERICOACOARA,CE,0.754,0.246,8073,2631,10704
2304004,COREAÚ,CE,0.811,0.189,10974,2559,13533
2307403,JUCÁS,CE,0.814,0.186,10933,2503,13436
2310506,PEDRA BRANCA,CE,0.896,0.104,21268,2474,23742
2305209,HIDROLÂNDIA,CE,0.791,0.209,8618,2278,10896
2307502,LAVRAS DA MANGABEIRA,CE,0.865,0.135,14370,2237,16607
2303402,CARNAUBAL,CE,0.758,0.242,6827,2176,9003
2313203,TAMBORIL,CE,0.851,0.149,12380,2170,14550
2301703,AURORA,CE,0.856,0.144,12526,2110,14636
2303808,CEDRO,CE,0.859,0.141,12605,2066,14671
2307106,JARDIM,CE,0.863,0.137,12855,2047,14902
2309508,ORÓS,CE,0.842,0.158,10598,1986,12584
2304509,FRECHEIRINHA,CE,0.775,0.225,6818,1980,8798
2304905,GROAÍRAS,CE,0.684,0.316,4265,1972,6237
2313757,UMIRIM,CE,0.82,0.18,8904,1958,10862
2308203,MERUOCA,CE,0.767,0.233,6346,1928,8274
2313559,TURURU,CE,0.814,0.186,8370,1916,10286
2302701,CAMPOS SALES,CE,0.866,0.134,12132,1878,14010
2306108,IRAUÇUBA,CE,0.852,0.148,10821,1878,12699
2306504,ITAPIÚNA,CE,0.834,0.166,9161,1821,10982
2309409,NOVO ORIENTE,CE,0.881,0.119,13380,1813,15193
2310001,PALHANO,CE,0.713,0.287,4475,1798,6273
2308302,MILAGRES,CE,0.89,0.11,14447,1782,16229
2303006,CARIDADE,CE,0.852,0.148,9796,1698,11494
2302909,CAPISTRANO,CE,0.85,0.15,9534,1681,11215
2312601,SÃO LUÍS DO CURU,CE,0.793,0.207,6442,1680,8122
2311702,RERIUTABA,CE,0.838,0.162,8634,1665,10299
2306603,ITATIRA,CE,0.87,0.13,11040,1654,12694
2313351,TEJUÇUOCA,CE,0.85,0.15,9214,1624,10838
2303303,CARIÚS,CE,0.855,0.145,9428,1601,11029
2301604,ASSARÉ,CE,0.878,0.122,11387,1584,12971
2311355,QUIXELÔ,CE,0.85,0.15,8979,1580,10559
2304236,CROATÁ,CE,0.842,0.158,8377,1577,9954
2308609,MONSENHOR TABOSA,CE,0.848,0.152,8761,1576,10337
2311264,QUITERIANÓPOLIS,CE,0.857,0.143,9349,1562,10911
2304301,FARIAS BRITO,CE,0.87,0.13,10416,1552,11968
2309003,MUCAMBO,CE,0.819,0.181,6787,1504,8291
2300903,APUIARÉS,CE,0.832,0.168,7423,1501,8924
2305332,IBICUITINGA,CE,0.821,0.179,6823,1484,8307
2301406,ARATUBA,CE,0.818,0.182,6409,1427,7836
2305654,IPAPORANGA,CE,0.784,0.216,5121,1415,6536
2313906,URUOCA,CE,0.821,0.179,6424,1397,7821
2302008,BARRO,CE,0.882,0.118,10421,1391,11812
2311959,SALITRE,CE,0.854,0.146,8150,1389,9539
2301851,BANABUIÚ,CE,0.865,0.135,8841,1376,10217
2309201,NOVA OLINDA,CE,0.852,0.148,7890,1372,9262
2313005,SOLONÓPOLE,CE,0.86,0.14,8443,1371,9814
2310803,PEREIRO,CE,0.86,0.14,8301,1352,9653
2301257,ARARENDÁ,CE,0.78,0.22,4720,1332,6052
2306702,JAGUARETAMA,CE,0.874,0.126,8993,1294,10287
2310407,PARAMOTI,CE,0.815,0.185,5691,1289,6980
2310100,PALMÁCIA,CE,0.803,0.197,5120,1258,6378
2305266,IBARETAMA,CE,0.852,0.148,7174,1245,8419
2306009,IRACEMA,CE,0.849,0.151,6923,1232,8155
2302057,BARROQUINHA,CE,0.872,0.128,8284,1216,9500
2306207,ITAIÇABA,CE,0.761,0.239,3848,1209,5057
2307635,MADALENA,CE,0.877,0.123,8536,1200,9736
2309805,PACOTI,CE,0.839,0.161,6179,1187,7366
2311900,SABOEIRO,CE,0.865,0.135,7398,1153,8551
2300705,ALTO SANTO,CE,0.87,0.13,7572,1134,8706
2313708,UMARI,CE,0.752,0.248,3285,1085,4370
2309102,MULUNGU,CE,0.827,0.173,5021,1050,6071
2311108,PORTEIRAS,CE,0.894,0.106,8829,1047,9876
2308807,MORAÚJO,CE,0.805,0.195,4244,1028,5272
2301307,ARARIPE,CE,0.914,0.086,10887,1026,11913
2303907,CHAVAL,CE,0.869,0.131,6756,1016,7772
2310951,PIRES FERREIRA,CE,0.825,0.175,4564,970,5534
2303931,CHORÓ,CE,0.877,0.123,6714,938,7652
2310902,PIQUET CARNEIRO,CE,0.885,0.115,7134,927,8061
2304657,GRAÇA,CE,0.894,0.106,7600,905,8505
2312106,SANTANA DO CARIRI,CE,0.91,0.09,9102,899,10001
2300507,ALCÂNTARAS,CE,0.864,0.136,5599,883,6482
2306801,JAGUARIBARA,CE,0.849,0.151,4871,868,5739
2311009,PORANGA,CE,0.87,0.13,5778,867,6645
2307908,MARTINÓPOLE,CE,0.88,0.12,6177,846,7023
2304608,GENERAL SAMPAIO,CE,0.837,0.163,4308,836,5144
2308351,MILHÃ,CE,0.893,0.107,6894,829,7723
2310605,PENAFORTE,CE,0.859,0.141,5026,828,5854
2308377,MIRAÍMA,CE,0.897,0.103,7162,820,7982
2305704,IPAUMIRIM,CE,0.879,0.121,5964,819,6783
2312809,SENADOR SÁ,CE,0.815,0.185,3553,804,4357
2303600,CATARINA,CE,0.857,0.143,4691,780,5471
2303659,CATUNDA,CE,0.876,0.124,5242,744,5986
2312502,SÃO JOÃO DO JAGUARIBE,CE,0.846,0.154,4079,742,4821
2300101,ABAIARA,CE,0.873,0.127,4665,681,5346
2301505,ARNEIROZ,CE,0.85,0.15,3742,659,4401
2300408,AIUABA,CE,0.915,0.085,7000,654,7654
2305100,GUARAMIRANGA,CE,0.847,0.153,3479,628,4107
2307205,JATI,CE,0.881,0.119,4325,583,4908
2313252,TARRAFAS,CE,0.903,0.097,4730,508,5238
2304277,ERERÊ,CE,0.859,0.141,3094,506,3600
2311207,POTENGI,CE,0.905,0.095,4750,500,5250
2309904,PACUJÁ,CE,0.877,0.123,3573,499,4072
2300804,ANTONINA DO NORTE,CE,0.89,0.11,3905,481,4386
2304269,DEPUTADO IRAPUAN PINHEIRO,CE,0.912,0.088,4638,448,5086
2300606,ALTANEIRA,CE,0.902,0.098,3999,435,4434
2311231,POTIRETAMA,CE,0.892,0.108,3579,433,4012
2304806,GRANJEIRO,CE,0.887,0.113,3375,430,3805
2301802,BAIXIO,CE,0.893,0.107,3487,419,3906
5300108,BRASÍLIA,DF,0.3,0.7,463340,1080411,1543751
3205200,VILA VELHA,ES,0.318,0.682,77613,166300,243913
3205002,SERRA,ES,0.417,0.583,98707,137878,236585
3205309,VITÓRIA,ES,0.368,0.632,72064,123734,195798
3201308,CARIACICA,ES,0.396,0.604,76814,117219,194033
3201209,CACHOEIRO DE ITAPEMIRIM,ES,0.247,0.753,24792,75462,100254
3203205,LINHARES,ES,0.341,0.659,26360,51015,77375
3201506,COLATINA,ES,0.277,0.723,17848,46700,64548
3202405,GUARAPARI,ES,0.279,0.721,17993,46417,64410
3200607,ARACRUZ,ES,0.372,0.628,18253,30832,49085
3204906,SÃO MATEUS,ES,0.479,0.521,27104,29517,56621
3205101,VIANA,ES,0.406,0.594,14884,21818,36702
3204559,SANTA MARIA DE JETIBÁ,ES,0.259,0.741,5721,16375,22096
3201407,CASTELO,ES,0.202,0.798,4124,16286,20410
3201902,DOMINGOS MARTINS,ES,0.233,0.767,4831,15930,20761
3202801,ITAPEMIRIM,ES,0.322,0.678,7489,15785,23274
3203908,NOVA VENÉCIA,ES,0.442,0.558,11649,14677,26326
3203320,MARATAÍZES,ES,0.292,0.708,5766,13957,19723
3200904,BARRA DE SÃO FRANCISCO,ES,0.435,0.565,9975,12932,22907
3204708,SÃO GABRIEL DA PALHA,ES,0.385,0.615,6890,11016,17906
3200102,AFONSO CLÁUDIO,ES,0.364,0.636,6007,10484,16491
